,User Id,Job ID,Score,Business Title,Current Job
0,2,607141,0.6414213562373096,Senior Software Engineer,Software Engineer
1,2,607141,0.6414213562373096,Senior Software Engineer,Software Engineer
2,2,614216,0.5,SOFTWARE ENGINEER,Software Engineer
3,2,614216,0.5,SOFTWARE ENGINEER,Software Engineer
4,2,607092,0.5,Senior Software Engineer (MS-Dynamics),Software Engineer
5,2,607092,0.5,Senior Software Engineer (MS-Dynamics),Software Engineer
6,2,607036,0.5,Senior Software Engineer (GeoSupport),Software Engineer
7,2,607036,0.5,Senior Software Engineer (GeoSupport),Software Engineer
8,2,608859,0.39142135623730956,Software Developer,Software Engineer
9,2,608859,0.39142135623730956,Software Developer,Software Engineer
10,3,599962,0.85,"Data Management and Quality Analyst, Bureau of Hepatitis, HIV, and STI",Student
11,3,599962,0.85,"Data Management and Quality Analyst, Bureau of Hepatitis, HIV, and STI",Student
12,3,583000,0.85,Technology Project Management Analyst,Student
13,3,583000,0.85,Technology Project Management Analyst,Student
14,3,611713,0.85,"Data Analyst, Bureau of Hepatitis, HIV, and STI",Student
15,3,611713,0.85,"Data Analyst, Bureau of Hepatitis, HIV, and STI",Student
16,3,601864,0.85,QA Automation (College Aide),Student
17,3,601864,0.85,QA Automation (College Aide),Student
18,3,600449,0.85,Analyst  Data and Systems,Student
19,3,600449,0.85,Analyst  Data and Systems,Student
20,4,605118,0.6897366596101028,Senior Data Analyst,Data Analyst
21,4,605118,0.6897366596101028,Senior Data Analyst,Data Analyst
22,4,594373,0.6889822365046137,Senior Business Intelligence Data Analyst,Data Analyst
23,4,594373,0.6889822365046137,Senior Business Intelligence Data Analyst,Data Analyst
24,4,609025,0.6889822365046137,"Data Analyst  Policy, Research & Analysis",Data Analyst
25,4,609025,0.6889822365046137,"Data Analyst  Policy, Research & Analysis",Data Analyst
26,4,611713,0.6732050807568878,"Data Analyst, Bureau of Hepatitis, HIV, and STI",Data Analyst
27,4,611713,0.6732050807568878,"Data Analyst, Bureau of Hepatitis, HIV, and STI",Data Analyst
28,4,605039,0.6414213562373096,Associate Data Analyst,Data Analyst
29,4,605039,0.6414213562373096,Associate Data Analyst,Data Analyst
30,6,591504,0.8132993161855453,Civil Engineering Intern,Student
31,6,591504,0.8132993161855453,Civil Engineering Intern,Student
32,6,568499,0.7914213562373096,ENVIRONMENTAL ENGINEERING INTERN,Student
33,6,568499,0.7914213562373096,ENVIRONMENTAL ENGINEERING INTERN,Student
34,6,549966,0.7914213562373096,CIVIL ENGINEERING INTERN,Student
35,6,549966,0.7914213562373096,CIVIL ENGINEERING INTERN,Student
36,6,554402,0.7914213562373096,Environmental Engineering Intern,Student
37,6,554402,0.7914213562373096,Environmental Engineering Intern,Student
38,6,549925,0.7914213562373096,Civil Engineering Intern,Student
39,6,549925,0.7914213562373096,Civil Engineering Intern,Student
40,7,564205,0.6825741858350554,Civil Engineer 3,Engineer
41,7,564205,0.6825741858350554,Civil Engineer 3,Engineer
42,7,595959,0.6732050807568878,DESIGN ENGINEER,Engineer
43,7,595959,0.6732050807568878,DESIGN ENGINEER,Engineer
44,7,581069,0.6632993161855453,Assistant Civil Engineer,Engineer
45,7,581069,0.6632993161855453,Assistant Civil Engineer,Engineer
46,7,597841,0.6632993161855453,Project Engineer,Engineer
47,7,597841,0.6632993161855453,Project Engineer,Engineer
48,7,597884,0.6632993161855453,Project Engineer,Engineer
49,7,597884,0.6632993161855453,Project Engineer,Engineer
50,8,611713,0.7,"Data Analyst, Bureau of Hepatitis, HIV, and STI",Data Analyst
